,date,state,positive,positiveIncrease,death,deathIncrease,hospitalizedCurrently,hospitalizedIncrease
2453,20210123,SD,106963.0,247,1696.0,12,172.0,18
2454,20210123,TN,705876.0,4029,8819.0,42,2396.0,59
2455,20210123,TX,2228961.0,17672,34114.0,407,13309.0,0
2456,20210123,UT,334889.0,1771,1582.0,11,548.0,64
2457,20210123,VA,468655.0,4904,6079.0,77,2927.0,110
2458,20210123,VI,2335.0,14,24.0,0,,0
2459,20210123,VT,10908.0,149,170.0,1,49.0,0
2460,20210123,WA,298249.0,2162,4114.0,49,916.0,98
2461,20210123,WI,580003.0,2012,6184.0,49,785.0,89
2462,20210123,WV,114752.0,1137,1872.0,16,624.0,0
2463,20210123,WY,50583.0,0,571.0,0,75.0,0
2464,20210122,AK,51204.0,263,254.0,0,51.0,7
2465,20210122,AL,436087.0,3551,6486.0,107,2408.0,237
2466,20210122,AR,281382.0,2162,4549.0,53,1142.0,75
2467,20210122,AS,0.0,0,0.0,0,,0
2468,20210122,AZ,708041.0,8099,12001.0,229,4495.0,998
2469,20210122,CA,3062068.0,23024,35768.0,764,19855.0,0
2470,20210122,CO,383008.0,1798,5462.0,22,772.0,105
2471,20210122,CT,237815.0,2019,6819.0,45,1058.0,0
2472,20210122,DC,34905.0,293,867.0,3,255.0,0
2473,20210122,DE,73233.0,710,1027.0,0,420.0,0
2474,20210122,FL,1597849.0,13407,25405.0,277,6904.0,461
2475,20210122,GA,853173.0,8374,13060.0,171,5559.0,270
2476,20210122,GU,7547.0,19,128.0,0,10.0,0
2477,20210122,HI,25498.0,169,332.0,4,84.0,9
2478,20210122,IA,261193.0,966,4478.0,33,450.0,0
2479,20210122,ID,158200.0,612,1654.0,19,286.0,34
2480,20210122,IL,1093375.0,7042,20534.0,111,3179.0,0
2481,20210122,IN,605426.0,3489,9642.0,49,2151.0,197
2482,20210122,KS,266653.0,3241,3598.0,23,708.0,111
2483,20210122,KY,340779.0,2745,3337.0,36,1561.0,68
2484,20210122,LA,380255.0,1937,8483.0,41,1747.0,0
2485,20210122,MA,491452.0,5272,13987.0,81,2098.0,0
2486,20210122,MD,336915.0,2396,6792.0,57,1768.0,199
2487,20210122,ME,36274.0,636,540.0,4,190.0,15
2488,20210122,MI,594920.0,2538,14951.0,18,1843.0,0
2489,20210122,MN,452268.0,1506,6032.0,21,558.0,91
2490,20210122,MO,445621.0,1783,6527.0,42,2328.0,0
2491,20210122,MP,129.0,0,2.0,0,,0
2492,20210122,MS,261167.0,2050,5713.0,45,1128.0,0
2493,20210122,MT,91049.0,400,1104.0,4,138.0,32
2494,20210122,NC,705535.0,7436,8464.0,125,3512.0,0
2495,20210122,ND,96567.0,197,1428.0,6,53.0,4
2496,20210122,NE,185346.0,864,1868.0,6,421.0,15
2497,20210122,NH,60951.0,657,971.0,9,249.0,7
2498,20210122,NJ,650389.0,4200,20875.0,115,3328.0,164
2499,20210122,NM,167731.0,908,3077.0,33,624.0,72
2500,20210122,NV,268212.0,1869,3958.0,48,1549.0,0
2501,20210122,NY,1300481.0,15144,33763.0,169,8846.0,0
2502,20210122,OH,853982.0,4278,10599.0,81,3270.0,204
2503,20210122,OK,365992.0,2946,3187.0,47,1634.0,187
2504,20210122,OR,135973.0,831,1843.0,11,365.0,39
2505,20210122,PA,794172.0,5338,20321.0,193,4169.0,0
2506,20210122,PR,89282.0,554,1761.0,29,341.0,0
2507,20210122,RI,109735.0,949,2083.0,7,352.0,57
2508,20210122,SC,409188.0,4696,6404.0,31,2293.0,158
2509,20210122,SD,106716.0,316,1684.0,11,177.0,26
2510,20210122,TN,701847.0,4064,8777.0,93,2514.0,78
2511,20210122,TX,2211289.0,22646,33707.0,422,13344.0,0
2512,20210122,UT,333118.0,2649,1571.0,24,549.0,81
2513,20210122,VA,463751.0,4147,6002.0,62,2972.0,139
2514,20210122,VI,2321.0,16,24.0,0,,0
2515,20210122,VT,10759.0,179,169.0,1,46.0,0
2516,20210122,WA,296087.0,2070,4065.0,125,1012.0,91
2517,20210122,WI,577991.0,2303,6135.0,45,785.0,91
2518,20210122,WV,113615.0,998,1856.0,7,638.0,0
2519,20210122,WY,50583.0,159,571.0,21,75.0,3
2520,20210121,AK,50941.0,209,254.0,1,58.0,7
2521,20210121,AL,432536.0,2881,6379.0,96,2478.0,349
2522,20210121,AR,279220.0,3106,4496.0,55,1160.0,73
2523,20210121,AS,0.0,0,0.0,0,,0
2524,20210121,AZ,699942.0,9398,11772.0,244,4580.0,397
2525,20210121,CA,3039044.0,19673,35004.0,571,20408.0,0
2526,20210121,CO,381210.0,1983,5440.0,18,783.0,64
2527,20210121,CT,235796.0,1662,6774.0,48,1069.0,0
2528,20210121,DC,34612.0,209,864.0,1,256.0,0
2529,20210121,DE,72523.0,748,1027.0,1,448.0,0
2530,20210121,FL,1584442.0,12602,25128.0,163,7023.0,352
2531,20210121,GA,844799.0,8150,12889.0,111,5747.0,369
2532,20210121,GU,7528.0,7,128.0,0,8.0,0
2533,20210121,HI,25329.0,119,328.0,3,100.0,9
2534,20210121,IA,260227.0,1362,4445.0,51,474.0,0
2535,20210121,ID,157588.0,810,1635.0,-2,286.0,36
2536,20210121,IL,1086333.0,4979,20423.0,138,3281.0,0
2537,20210121,IN,601937.0,3624,9593.0,64,2303.0,188
2538,20210121,KS,263412.0,0,3575.0,0,708.0,0
2539,20210121,KY,338034.0,3713,3301.0,58,1604.0,130
2540,20210121,LA,378318.0,3736,8442.0,59,1800.0,0
2541,20210121,MA,486180.0,5140,13906.0,77,2152.0,0
2542,20210121,MD,334519.0,2166,6735.0,46,1812.0,171
2543,20210121,ME,35638.0,675,536.0,6,182.0,7
2544,20210121,MI,592382.0,2513,14933.0,163,1907.0,0
2545,20210121,MN,450762.0,1270,6011.0,32,558.0,68
2546,20210121,MO,443838.0,2049,6485.0,24,2367.0,0
2547,20210121,MP,129.0,0,2.0,0,,0
2548,20210121,MS,259117.0,2290,5668.0,30,1212.0,0
2549,20210121,MT,90649.0,394,1100.0,6,137.0,27
2550,20210121,NC,698099.0,7187,8339.0,139,3666.0,0
2551,20210121,ND,96370.0,148,1422.0,13,54.0,9
2552,20210121,NE,184482.0,1164,1862.0,12,433.0,42
2553,20210121,NH,60294.0,857,962.0,12,240.0,6
2554,20210121,NJ,646189.0,5049,20760.0,96,3395.0,184
2555,20210121,NM,166823.0,988,3044.0,35,644.0,60
2556,20210121,NV,266343.0,1200,3910.0,47,1640.0,0
2557,20210121,NY,1285337.0,13886,33594.0,179,9055.0,0
2558,20210121,OH,849704.0,7271,10518.0,109,3406.0,306
2559,20210121,OK,363046.0,2686,3140.0,55,1722.0,210
2560,20210121,OR,135142.0,674,1832.0,24,387.0,63
2561,20210121,PA,788834.0,5664,20128.0,260,4758.0,0
2562,20210121,PR,88728.0,215,1732.0,15,344.0,0
2563,20210121,RI,108786.0,910,2076.0,18,379.0,67
2564,20210121,SC,404492.0,4649,6373.0,45,2345.0,180
2565,20210121,SD,106400.0,337,1673.0,6,185.0,24
2566,20210121,TN,697783.0,3492,8684.0,128,2673.0,111
2567,20210121,TX,2188643.0,22360,33285.0,441,13564.0,0
2568,20210121,UT,330469.0,2089,1547.0,30,590.0,74
2569,20210121,VA,459604.0,4013,5940.0,79,3011.0,174
2570,20210121,VI,2305.0,22,24.0,0,,0
2571,20210121,VT,10580.0,109,168.0,3,50.0,0
2572,20210121,WA,294017.0,2028,3940.0,0,977.0,206
2573,20210121,WI,575688.0,2569,6090.0,55,808.0,82
2574,20210121,WV,112617.0,940,1849.0,13,638.0,0
2575,20210121,WY,50424.0,300,550.0,0,84.0,8
2576,20210120,AK,50732.0,160,253.0,23,57.0,8
2577,20210120,AL,429655.0,3112,6283.0,157,2522.0,424
2578,20210120,AR,276114.0,2520,4441.0,55,1179.0,131
2579,20210120,AS,0.0,0,0.0,0,,0
2580,20210120,AZ,690544.0,4845,11528.0,262,4663.0,486
2581,20210120,CA,3019371.0,22403,34433.0,694,20814.0,0
2582,20210120,CO,379227.0,1371,5422.0,34,827.0,208
2583,20210120,CT,234134.0,1915,6726.0,44,1124.0,0
2584,20210120,DC,34403.0,144,863.0,2,262.0,0
2585,20210120,DE,71775.0,464,1026.0,5,456.0,0
2586,20210120,FL,1571840.0,11825,24965.0,145,7141.0,471
2587,20210120,GA,836649.0,8205,12778.0,196,5783.0,305
2588,20210120,GU,7521.0,6,128.0,0,9.0,0
2589,20210120,HI,25210.0,74,325.0,1,102.0,13
2590,20210120,IA,258865.0,717,4394.0,62,474.0,0
2591,20210120,ID,156778.0,1224,1637.0,30,266.0,63
2592,20210120,IL,1081354.0,4822,20285.0,132,3284.0,0
2593,20210120,IN,598313.0,2877,9529.0,63,2302.0,162
2594,20210120,KS,263412.0,3590,3575.0,50,708.0,123
2595,20210120,KY,334321.0,3414,3243.0,49,1678.0,121
2596,20210120,LA,374582.0,2493,8383.0,59,1858.0,0
2597,20210120,MA,481040.0,4514,13829.0,80,2209.0,447
2598,20210120,MD,332353.0,2167,6689.0,39,1858.0,170
2599,20210120,ME,34963.0,701,530.0,11,198.0,18
2600,20210120,MI,589869.0,2421,14770.0,35,2077.0,0
2601,20210120,MN,449492.0,1224,5979.0,34,570.0,91
2602,20210120,MO,441789.0,1592,6461.0,198,2397.0,0
2603,20210120,MP,129.0,0,2.0,0,,0
2604,20210120,MS,256827.0,1702,5638.0,64,1231.0,0
2605,20210120,MT,90255.0,391,1094.0,1,159.0,30
2606,20210120,NC,690912.0,6415,8200.0,61,3740.0,0
2607,20210120,ND,96222.0,151,1409.0,1,55.0,4
2608,20210120,NE,183318.0,900,1850.0,8,438.0,0
2609,20210120,NH,59437.0,728,950.0,12,254.0,5
2610,20210120,NJ,641140.0,5438,20664.0,152,3547.0,205
2611,20210120,NM,165835.0,881,3009.0,34,605.0,70
2612,20210120,NV,265143.0,1171,3863.0,71,1727.0,0
2613,20210120,NY,1271451.0,13364,33415.0,191,9273.0,0
2614,20210120,OH,842433.0,6378,10409.0,73,3566.0,404
2615,20210120,OK,360360.0,1986,3085.0,48,1776.0,200
2616,20210120,OR,134468.0,617,1808.0,5,379.0,126
2617,20210120,PA,783170.0,5984,19868.0,401,4882.0,0
2618,20210120,PR,88513.0,140,1717.0,14,331.0,0
2619,20210120,RI,107876.0,810,2058.0,13,379.0,70
2620,20210120,SC,399843.0,5525,6328.0,69,2386.0,178
2621,20210120,SD,106063.0,277,1667.0,0,195.0,17
2622,20210120,TN,694291.0,4483,8556.0,86,2813.0,99
2623,20210120,TX,2166283.0,31255,32844.0,450,13870.0,0
2624,20210120,UT,328380.0,2159,1517.0,10,604.0,84
2625,20210120,VA,455591.0,4515,5861.0,63,3098.0,165
2626,20210120,VI,2283.0,23,24.0,0,,0
2627,20210120,VT,10471.0,150,165.0,2,46.0,0
2628,20210120,WA,291989.0,2050,3940.0,37,1012.0,84
2629,20210120,WI,573119.0,1851,6035.0,62,834.0,119
2630,20210120,WV,111677.0,857,1836.0,21,655.0,0
2631,20210120,WY,50124.0,202,550.0,0,81.0,4
2632,20210119,AK,50572.0,125,230.0,1,61.0,9
2633,20210119,AL,426543.0,2515,6126.0,5,2724.0,0
2634,20210119,AR,273594.0,1331,4386.0,43,1265.0,95
2635,20210119,AS,0.0,0,0.0,0,,0
2636,20210119,AZ,685699.0,6417,11266.0,1,4780.0,526
2637,20210119,CA,2996968.0,23794,33739.0,146,20942.0,0
2638,20210119,CO,377856.0,1685,5388.0,2,786.0,52
2639,20210119,CT,232219.0,2094,6682.0,12,1141.0,0
2640,20210119,DC,34259.0,226,861.0,4,273.0,0
2641,20210119,DE,71311.0,401,1021.0,5,454.0,0
2642,20210119,FL,1560015.0,9571,24820.0,163,7367.0,318
2643,20210119,GA,828444.0,7492,12582.0,222,5905.0,265
2644,20210119,GU,7515.0,30,128.0,0,8.0,0
2645,20210119,HI,25136.0,64,324.0,2,55.0,55
2646,20210119,IA,258148.0,717,4332.0,8,490.0,0
2647,20210119,ID,155554.0,0,1607.0,0,345.0,0
2648,20210119,IL,1076532.0,4318,20153.0,35,3335.0,0
2649,20210119,IN,595436.0,2727,9466.0,126,2332.0,151
2650,20210119,KS,259822.0,0,3525.0,0,599.0,0
2651,20210119,KY,330907.0,2239,3194.0,27,1633.0,94
2652,20210119,LA,372089.0,2138,8324.0,71,1905.0,0
2653,20210119,MA,476526.0,3085,13749.0,44,2213.0,0
2654,20210119,MD,330186.0,1972,6650.0,54,1875.0,315
2655,20210119,ME,34262.0,386,519.0,5,191.0,15
2656,20210119,MI,587448.0,2320,14735.0,49,2055.0,0
2657,20210119,MN,448268.0,919,5945.0,6,584.0,89
2658,20210119,MO,440197.0,1357,6263.0,7,2392.0,0
2659,20210119,MP,129.0,1,2.0,0,,0
2660,20210119,MS,255125.0,1193,5574.0,50,1280.0,0
2661,20210119,MT,89864.0,288,1093.0,0,163.0,18
2662,20210119,NC,684497.0,9860,8139.0,56,3881.0,0
2663,20210119,ND,96071.0,137,1408.0,13,88.0,9
2664,20210119,NE,182418.0,440,1842.0,5,429.0,15
2665,20210119,NH,58709.0,845,938.0,5,254.0,14
2666,20210119,NJ,635702.0,4628,20512.0,54,3506.0,236
2667,20210119,NM,164954.0,691,2975.0,17,643.0,35
2668,20210119,NV,263972.0,1178,3792.0,8,1716.0,0
2669,20210119,NY,1258087.0,12512,33224.0,172,9236.0,0
2670,20210119,OH,836055.0,4989,10336.0,55,3643.0,254
2671,20210119,OK,358374.0,1558,3037.0,43,1866.0,32
2672,20210119,OR,133851.0,646,1803.0,3,418.0,0
2673,20210119,PA,777186.0,5341,19467.0,77,4593.0,0
2674,20210119,PR,88373.0,434,1703.0,0,351.0,0
2675,20210119,RI,107066.0,361,2045.0,12,366.0,218
2676,20210119,SC,394318.0,2854,6259.0,11,2353.0,37
2677,20210119,SD,105786.0,127,1667.0,0,200.0,10
2678,20210119,TN,689808.0,2057,8470.0,40,2775.0,73
2679,20210119,TX,2135028.0,9476,32394.0,310,13928.0,0
2680,20210119,UT,326221.0,1302,1507.0,7,638.0,69
2681,20210119,VA,451076.0,4526,5798.0,59,3173.0,84
2682,20210119,VI,2260.0,0,24.0,0,,0
2683,20210119,VT,10321.0,101,163.0,0,43.0,0
2684,20210119,WA,289939.0,0,3903.0,0,1066.0,0
2685,20210119,WI,571268.0,1933,5973.0,47,865.0,114
2686,20210119,WV,110820.0,1011,1815.0,31,638.0,0
2687,20210119,WY,49922.0,214,550.0,28,88.0,4
2688,20210118,AK,50447.0,151,229.0,0,58.0,0
2689,20210118,AL,424028.0,1430,6121.0,1,2798.0,741
2690,20210118,AR,272263.0,1109,4343.0,32,1263.0,55
2691,20210118,AS,0.0,0,0.0,0,,0
2692,20210118,AZ,679282.0,5400,11265.0,-1,4752.0,114
2693,20210118,CA,2973174.0,30699,33593.0,201,20968.0,0
2694,20210118,CO,376171.0,1190,5386.0,7,862.0,30
2695,20210118,CT,230125.0,6703,6670.0,76,1114.0,0
2696,20210118,DC,34033.0,182,857.0,7,275.0,0
2697,20210118,DE,70910.0,616,1016.0,0,434.0,0
2698,20210118,FL,1550444.0,7877,24657.0,142,7448.0,178
2699,20210118,GA,820952.0,4957,12360.0,64,5902.0,122
2700,20210118,GU,7485.0,1,128.0,1,7.0,0
2701,20210118,HI,25072.0,129,322.0,0,108.0,0
2702,20210118,IA,257431.0,480,4324.0,1,483.0,0
2703,20210118,ID,155554.0,278,1607.0,2,345.0,12
2704,20210118,IL,1072214.0,3385,20118.0,68,3345.0,0
2705,20210118,IN,592709.0,2498,9340.0,30,2386.0,146
2706,20210118,KS,259822.0,3688,3525.0,23,599.0,94
2707,20210118,KY,328668.0,1993,3167.0,40,1587.0,101
2708,20210118,LA,369951.0,971,8253.0,50,1894.0,0
2709,20210118,MA,473441.0,3301,13705.0,53,2206.0,0
2710,20210118,MD,328214.0,1769,6596.0,29,1850.0,211
2711,20210118,ME,33876.0,317,514.0,3,194.0,10
2712,20210118,MI,585128.0,3343,14686.0,17,2140.0,0
2713,20210118,MN,447349.0,969,5939.0,12,612.0,61
2714,20210118,MO,438840.0,1291,6256.0,2,2509.0,0
2715,20210118,MP,128.0,0,2.0,0,,0
2716,20210118,MS,253932.0,1457,5524.0,3,1249.0,121
2717,20210118,MT,89576.0,183,1093.0,1,169.0,12
2718,20210118,NC,674637.0,0,8083.0,0,3862.0,0
2719,20210118,ND,95934.0,70,1395.0,0,91.0,6
2720,20210118,NE,181978.0,1068,1837.0,0,429.0,10
2721,20210118,NH,57864.0,1000,933.0,0,237.0,0
2722,20210118,NJ,631074.0,3853,20458.0,19,3432.0,79
2723,20210118,NM,164263.0,626,2958.0,26,611.0,69
2724,20210118,NV,262794.0,1221,3784.0,5,1702.0,0
2725,20210118,NY,1245575.0,12185,33052.0,155,8868.0,0
2726,20210118,OH,831066.0,4312,10281.0,81,3765.0,162
2727,20210118,OK,356816.0,1837,2994.0,7,1866.0,27
2728,20210118,OR,133205.0,793,1800.0,1,418.0,0
2729,20210118,PA,771845.0,4045,19390.0,80,4582.0,0
2730,20210118,PR,87939.0,558,1703.0,0,348.0,0
2731,20210118,RI,106705.0,481,2033.0,5,384.0,0
2732,20210118,SC,391464.0,3280,6248.0,11,2342.0,38
2733,20210118,SD,105659.0,115,1667.0,11,203.0,19
2734,20210118,TN,687751.0,2430,8430.0,39,2810.0,43
2735,20210118,TX,2125552.0,11590,32084.0,46,13858.0,0
2736,20210118,UT,324919.0,1082,1500.0,7,619.0,58
2737,20210118,VA,446550.0,7245,5739.0,10,3151.0,69
2738,20210118,VI,2260.0,0,24.0,0,,0
2739,20210118,VT,10220.0,163,163.0,0,44.0,0
2740,20210118,WA,289939.0,3969,3903.0,0,1066.0,188
2741,20210118,WI,569335.0,1169,5926.0,20,875.0,54
2742,20210118,WV,109809.0,988,1784.0,8,643.0,0
2743,20210118,WY,49708.0,345,522.0,0,85.0,9
2744,20210117,AK,50296.0,279,229.0,0,70.0,1
2745,20210117,AL,422598.0,1917,6120.0,1,2716.0,0
2746,20210117,AR,271154.0,976,4311.0,18,1271.0,15
2747,20210117,AS,0.0,0,0.0,0,,0
2748,20210117,AZ,673882.0,6981,11266.0,18,4773.0,433
2749,20210117,CA,2942475.0,42229,33392.0,432,21143.0,0
2750,20210117,CO,374981.0,1498,5379.0,16,879.0,23
2751,20210117,CT,223422.0,0,6594.0,0,1098.0,0
2752,20210117,DC,33851.0,314,850.0,3,287.0,0
2753,20210117,DE,70294.0,922,1016.0,0,450.0,0
2754,20210117,FL,1542567.0,10737,24515.0,135,7421.0,207
2755,20210117,GA,815995.0,6332,12296.0,5,5835.0,104
2756,20210117,GU,7484.0,3,127.0,1,7.0,0
2757,20210117,HI,24943.0,130,322.0,2,108.0,0
2758,20210117,IA,256951.0,548,4323.0,2,474.0,0
2759,20210117,ID,155276.0,806,1605.0,2,345.0,26
2760,20210117,IL,1068829.0,4162,20050.0,30,3408.0,0
2761,20210117,IN,590211.0,3162,9310.0,23,2348.0,132
2762,20210117,KS,256134.0,0,3502.0,0,776.0,0
2763,20210117,KY,326675.0,2350,3127.0,34,1631.0,0
2764,20210117,LA,368980.0,4127,8203.0,123,1930.0,0
2765,20210117,MA,470140.0,4414,13652.0,69,2165.0,0
2766,20210117,MD,326445.0,2414,6567.0,26,1823.0,219
2767,20210117,ME,33559.0,340,511.0,4,205.0,2
2768,20210117,MI,581785.0,0,14669.0,0,2222.0,0
2769,20210117,MN,446380.0,1333,5927.0,40,612.0,76
2770,20210117,MO,437549.0,1350,6254.0,1,2522.0,0
2771,20210117,MP,128.0,0,2.0,0,,0
2772,20210117,MS,252475.0,1606,5521.0,40,1336.0,0
2773,20210117,MT,89393.0,337,1092.0,4,172.0,5
2774,20210117,NC,674637.0,6811,8083.0,67,3862.0,0
2775,20210117,ND,95864.0,150,1395.0,0,85.0,0
2776,20210117,NE,180910.0,0,1837.0,0,457.0,0
2777,20210117,NH,56864.0,919,933.0,6,243.0,2
2778,20210117,NJ,627221.0,5132,20439.0,25,3677.0,92
2779,20210117,NM,163637.0,744,2932.0,22,612.0,31
2780,20210117,NV,261573.0,1483,3779.0,18,1702.0,0
2781,20210117,NY,1233390.0,13842,32897.0,172,8771.0,0
2782,20210117,OH,826754.0,5247,10200.0,65,3686.0,141
2783,20210117,OK,354979.0,3314,2987.0,35,1866.0,230
2784,20210117,OR,132412.0,1154,1799.0,41,418.0,0
2785,20210117,PA,767800.0,6023,19310.0,122,4614.0,0
2786,20210117,PR,87381.0,858,1703.0,0,363.0,0
2787,20210117,RI,106224.0,752,2028.0,9,384.0,0
2788,20210117,SC,388184.0,5762,6237.0,129,2375.0,148
2789,20210117,SD,105544.0,266,1656.0,23,213.0,24
2790,20210117,TN,685321.0,4474,8391.0,36,2856.0,65
2791,20210117,TX,2113962.0,16402,32038.0,207,13728.0,0
2792,20210117,UT,323837.0,1585,1493.0,8,594.0,66
2793,20210117,VA,439305.0,9914,5729.0,23,3058.0,67
2794,20210117,VI,2260.0,94,24.0,0,,0
2795,20210117,VT,10057.0,142,163.0,0,45.0,0
2796,20210117,WA,285970.0,0,3903.0,0,1066.0,0
2797,20210117,WI,568166.0,1891,5906.0,1,953.0,50
2798,20210117,WV,108821.0,697,1776.0,15,648.0,0
2799,20210117,WY,49363.0,295,522.0,0,84.0,8
2800,20210116,AK,50017.0,182,229.0,0,67.0,0
2801,20210116,AL,420681.0,3153,6119.0,89,2772.0,0
2802,20210116,AR,270178.0,2543,4293.0,30,1292.0,88
2803,20210116,AS,0.0,0,0.0,0,,0
2804,20210116,AZ,666901.0,8715,11248.0,208,4849.0,983
2805,20210116,CA,2900246.0,40622,32960.0,669,21579.0,0
2806,20210116,CO,373483.0,2025,5363.0,20,911.0,37
2807,20210116,CT,223422.0,0,6594.0,0,1098.0,0
2808,20210116,DC,33537.0,397,847.0,5,280.0,0
2809,20210116,DE,69372.0,645,1016.0,14,441.0,0
2810,20210116,FL,1531830.0,11886,24380.0,211,7347.0,336
2811,20210116,GA,809663.0,8533,12291.0,153,5910.0,307
2812,20210116,GU,7481.0,7,126.0,1,8.0,0
2813,20210116,HI,24813.0,229,320.0,2,108.0,0
2814,20210116,IA,256403.0,915,4321.0,64,505.0,0
2815,20210116,ID,154470.0,1112,1603.0,12,345.0,44
2816,20210116,IL,1064667.0,5343,20020.0,147,3406.0,0
2817,20210116,IN,587049.0,3889,9287.0,41,2404.0,210
2818,20210116,KS,256134.0,0,3502.0,0,776.0,0
2819,20210116,KY,324325.0,3055,3093.0,32,1631.0,144
2820,20210116,LA,364853.0,0,8080.0,0,2001.0,0
2821,20210116,MA,465726.0,5799,13583.0,74,2197.0,0
2822,20210116,MD,324031.0,3292,6541.0,47,1821.0,127
2823,20210116,ME,33219.0,438,507.0,30,194.0,14
2824,20210116,MI,581785.0,2211,14669.0,119,2222.0,0
2825,20210116,MN,445047.0,1485,5887.0,37,612.0,106
2826,20210116,MO,436199.0,2011,6253.0,24,2597.0,0
2827,20210116,MP,128.0,0,2.0,0,,0
2828,20210116,MS,250869.0,2680,5481.0,70,1336.0,0
2829,20210116,MT,89056.0,421,1088.0,2,190.0,17
2830,20210116,NC,667826.0,7986,8016.0,83,3895.0,0
2831,20210116,ND,95714.0,115,1395.0,0,95.0,5
2832,20210116,NE,180910.0,779,1837.0,19,457.0,26
2833,20210116,NH,55945.0,445,927.0,19,252.0,2
2834,20210116,NJ,622089.0,5999,20414.0,94,3677.0,215
2835,20210116,NM,162893.0,1088,2910.0,36,632.0,70
2836,20210116,NV,260090.0,2040,3761.0,63,1702.0,0
2837,20210116,NY,1219548.0,15998,32725.0,159,8888.0,0
2838,20210116,OH,821507.0,7065,10135.0,78,3742.0,241
2839,20210116,OK,351665.0,3621,2952.0,27,1866.0,190
2840,20210116,OR,131258.0,1012,1758.0,21,418.0,25
2841,20210116,PA,761777.0,7166,19188.0,231,4743.0,0
2842,20210116,PR,86523.0,569,1703.0,11,377.0,0
2843,20210116,RI,105472.0,1029,2019.0,14,384.0,0
2844,20210116,SC,382422.0,6455,6108.0,71,2387.0,153
2845,20210116,SD,105278.0,341,1633.0,4,209.0,16
2846,20210116,TN,680847.0,4808,8355.0,44,2972.0,80
2847,20210116,TX,2097560.0,24657,31831.0,381,13929.0,0
2848,20210116,UT,322252.0,2150,1485.0,13,627.0,101
2849,20210116,VA,429391.0,6757,5706.0,50,3119.0,105
2850,20210116,VI,2166.0,0,24.0,0,,0
2851,20210116,VT,9915.0,181,163.0,0,46.0,0
2852,20210116,WA,285970.0,2193,3903.0,27,1066.0,290
2853,20210116,WI,566275.0,2409,5905.0,135,953.0,103
2854,20210116,WV,108124.0,1475,1761.0,28,718.0,0
2855,20210116,WY,49068.0,159,522.0,0,86.0,4
2856,20210115,AK,49835.0,300,229.0,1,77.0,3
2857,20210115,AL,417528.0,2945,6030.0,85,2863.0,313
2858,20210115,AR,267635.0,3124,4263.0,35,1314.0,95
2859,20210115,AS,0.0,0,0.0,0,,0
2860,20210115,AZ,658186.0,9146,11040.0,185,4866.0,405
2861,20210115,CA,2859624.0,42655,32291.0,637,21856.0,0
2862,20210115,CO,371458.0,2281,5343.0,27,891.0,101
2863,20210115,CT,223422.0,1878,6594.0,41,1098.0,0
2864,20210115,DC,33140.0,320,842.0,0,285.0,0
2865,20210115,DE,68727.0,662,1002.0,7,451.0,0
2866,20210115,FL,1519944.0,16415,24169.0,188,7528.0,433
2867,20210115,GA,801130.0,9806,12138.0,163,5967.0,315
2868,20210115,GU,7474.0,17,125.0,1,6.0,0
2869,20210115,HI,24584.0,150,318.0,0,108.0,8
2870,20210115,IA,255488.0,1035,4257.0,6,513.0,0
2871,20210115,ID,153358.0,994,1591.0,27,338.0,47
2872,20210115,IL,1059324.0,6642,19873.0,149,3446.0,0
2873,20210115,IN,583160.0,4666,9246.0,44,2432.0,188
2874,20210115,KS,256134.0,4093,3502.0,147,776.0,173
2875,20210115,KY,321270.0,3925,3061.0,19,1644.0,80
2876,20210115,LA,364853.0,3705,8080.0,0,2001.0,0
2877,20210115,MA,459927.0,5525,13509.0,76,2201.0,0
2878,20210115,MD,320739.0,2924,6494.0,45,1848.0,162
2879,20210115,ME,32781.0,823,477.0,16,193.0,11
2880,20210115,MI,579574.0,3001,14550.0,39,2222.0,0
2881,20210115,MN,443562.0,1627,5850.0,33,612.0,72
2882,20210115,MO,434188.0,2231,6229.0,28,2611.0,0
2883,20210115,MP,128.0,0,2.0,0,,0
2884,20210115,MS,248189.0,2342,5411.0,55,1407.0,0
2885,20210115,MT,88635.0,525,1086.0,9,188.0,23
2886,20210115,NC,659840.0,8914,7933.0,108,3916.0,0
2887,20210115,ND,95599.0,221,1395.0,23,88.0,10
2888,20210115,NE,180131.0,932,1818.0,15,465.0,19
2889,20210115,NH,55500.0,722,908.0,11,255.0,9
2890,20210115,NJ,616090.0,6369,20320.0,67,3543.0,176
2891,20210115,NM,161805.0,1262,2874.0,38,670.0,58
2892,20210115,NV,258050.0,1878,3698.0,40,1676.0,0
2893,20210115,NY,1203550.0,19942,32566.0,187,8808.0,0
2894,20210115,OH,814442.0,7149,10057.0,67,3793.0,316
2895,20210115,OK,348044.0,3538,2925.0,43,1847.0,156
2896,20210115,OR,130246.0,1137,1737.0,29,444.0,50
2897,20210115,PA,754611.0,6047,18957.0,215,4848.0,0
2898,20210115,PR,85954.0,1138,1692.0,13,382.0,0
2899,20210115,RI,104443.0,1057,2005.0,9,384.0,66
2900,20210115,SC,375967.0,4787,6037.0,103,2424.0,195
2901,20210115,SD,104937.0,425,1629.0,15,227.0,25
2902,20210115,TN,676039.0,5557,8311.0,79,3034.0,120
2903,20210115,TX,2072903.0,27204,31450.0,400,13953.0,0
2904,20210115,UT,320102.0,2543,1472.0,12,635.0,102
